geneIDs	logFC	logCPM	FDR	edgeR.pvalue	BPGO	MFGO
21	TRINITY_DN295224_c1_g2	23.5298958926348	10.650602824713	6.09261404805346e-13	7.87413770346166e-16	actin cytoskeleton organization [GO:0030036]; actin filament organization [GO:0007015]; Cdc42 protein signal transduction [GO:0032488]; cell division [GO:0051301]; cell projection assembly [GO:0030031]; endocytosis [GO:0006897]; epithelial tube morphogenesis [GO:0060562]; establishment of mitotic spindle localization [GO:0040001]; establishment of mitotic spindle orientation [GO:0000132]; establishment or maintenance of cell polarity [GO:0007163]; positive regulation of clathrin-dependent endocytosis [GO:2000370]; regulation of actin cytoskeleton organization [GO:0032956]; regulation of actin filament-based process [GO:0032970]; regulation of cell shape [GO:0008360]; regulation of Golgi organization [GO:1903358]; Rho protein signal transduction [GO:0007266]	GTPase activity [GO:0003924]; GTP binding [GO:0005525]; protein kinase binding [GO:0019901]
22	TRINITY_DN293494_c0_g1	18.6418925743841	8.12299715665205	6.60647908974544e-11	1.36646020251848e-12	double-strand break repair [GO:0006302]; embryo sac development [GO:0009553]; pollen development [GO:0009555]; reciprocal meiotic recombination [GO:0007131]; response to ionizing radiation [GO:0010212]	double-stranded DNA binding [GO:0003690]
23	TRINITY_DN255876_c0_g1	21.8899917528121	9.27647504529289	8.15188158761435e-13	1.95959567909052e-15	phenylalanyl-tRNA aminoacylation [GO:0006432]	ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; phenylalanine-tRNA ligase activity [GO:0004826]; RNA binding [GO:0003723]
24	TRINITY_DN312707_c1_g1	22.9903798617626	10.3558664092433	2.05114219571111e-12	1.37040543578849e-14	regulation of transcription, DNA-templated [GO:0006355]	histone acetyltransferase activity [GO:0004402]; transcription coregulator activity [GO:0003712]; zinc ion binding [GO:0008270]
25	TRINITY_DN310027_c1_g1	24.8318887742732	9.73463079929006	2.63123994102473e-12	2.38044324228408e-14	protein transport [GO:0015031]	GTPase activity [GO:0003924]; GTP binding [GO:0005525]
26	TRINITY_DN295218_c0_g1	18.7557164039059	6.77978612206574	7.76960632868147e-09	2.49813613409682e-10	inositol phosphate biosynthetic process [GO:0032958]; phosphatidylinositol metabolic process [GO:0046488]; protein phosphorylation [GO:0006468]	ATP binding [GO:0005524]; inositol hexakisphosphate 1-kinase activity [GO:0052723]; inositol hexakisphosphate 3-kinase activity [GO:0052724]; inositol hexakisphosphate 5-kinase activity [GO:0000832]; inositol hexakisphosphate 6-kinase activity [GO:0000831]; inositol hexakisphosphate kinase activity [GO:0000828]
27	TRINITY_DN314645_c3_g3	20.8151331171171	7.06132864222441	7.15349682383701e-09	2.21885523453426e-10	angiogenesis [GO:0001525]; cell differentiation [GO:0030154]; positive regulation of endothelial cell migration [GO:0010595]; ribosomal large subunit biogenesis [GO:0042273]; smooth muscle cell migration [GO:0014909]	unfolded protein binding [GO:0051082]
28	TRINITY_DN312005_c0_g4	21.9797668385087	9.74791811224948	1.90575791791826e-12	1.12210426127216e-14	cellular response to oxidative stress [GO:0034599]; hydrogen peroxide catabolic process [GO:0042744]; response to reactive oxygen species [GO:0000302]	cytochrome-c peroxidase activity [GO:0004130]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; peroxidase activity [GO:0004601]
29	TRINITY_DN312090_c4_g1	22.7068357769775	11.0398805156114	1.18268473397764e-12	4.39412812006147e-15	cysteine biosynthetic process [GO:0019344]; hydrogen sulfide biosynthetic process [GO:0070814]; methionine biosynthetic process [GO:0009086]; sulfate assimilation [GO:0000103]	flavin adenine dinucleotide binding [GO:0050660]; FMN binding [GO:0010181]; NADPH-hemoprotein reductase activity [GO:0003958]; oxidoreductase activity [GO:0016491]; sulfite reductase (NADPH) activity [GO:0004783]
30	TRINITY_DN276264_c0_g3	21.5937156593725	11.329075189546	8.15188158761435e-13	1.61383966732196e-15		alcohol dehydrogenase (NADP+) activity [GO:0008106]; zinc ion binding [GO:0008270]
31	TRINITY_DN299789_c0_g1	22.1273074373762	7.03057893412709	1.43724508255543e-08	4.92239026658727e-10	auxin homeostasis [GO:0010252]; endosome to lysosome transport [GO:0008333]; Golgi to vacuole transport [GO:0006896]; positive gravitropism [GO:0009958]; protein targeting to vacuole [GO:0006623]; root development [GO:0048364]	phosphatidylinositol binding [GO:0035091]
32	TRINITY_DN299275_c0_g1	21.7993681708512	10.0157703938965	1.18268473397764e-12	4.96765801024534e-15		hydrolase activity, acting on ester bonds [GO:0016788]
33	TRINITY_DN310744_c0_g3	20.4216815875119	7.97587522012126	4.53254956583416e-11	8.69801489331915e-13		ATP binding [GO:0005524]; cAMP-dependent protein kinase activity [GO:0004691]
34	TRINITY_DN298618_c0_g1	20.0363674152951	8.15989808814809	1.83668953395763e-11	3.02653202687688e-13	meiotic cell cycle [GO:0051321]	ATP binding [GO:0005524]
35	TRINITY_DN276631_c0_g2	21.8887860095962	7.6593413522328	2.95184846817154e-10	7.62997988541918e-12	drug metabolic process [GO:0017144]	amino acid binding [GO:0016597]; flavin adenine dinucleotide binding [GO:0050660]; monooxygenase activity [GO:0004497]; N,N-dimethylaniline monooxygenase activity [GO:0004499]; NADP binding [GO:0050661]; trimethylamine monooxygenase activity [GO:0034899]
36	TRINITY_DN255257_c0_g1	23.2563543554459	9.0001595874337	1.90575791791826e-12	1.13130589541778e-14	cytosol to endoplasmic reticulum transport [GO:0046967]; posttranslational protein targeting to endoplasmic reticulum membrane [GO:0006620]; posttranslational protein targeting to membrane, translocation [GO:0031204]; SRP-dependent cotranslational protein targeting to membrane [GO:0006614]	protein transmembrane transporter activity [GO:0008320]
37	TRINITY_DN276910_c0_g2	20.3651308453541	6.91318576659881	7.76960632868147e-09	2.50550073042654e-10	histone H3-K36 methylation [GO:0010452]; histone H3-K4 methylation [GO:0051568]	histone methyltransferase activity (H3-K36 specific) [GO:0046975]; histone methyltransferase activity (H3-K4 specific) [GO:0042800]; zinc ion binding [GO:0008270]
38	TRINITY_DN294194_c0_g2	22.6343581370699	8.58798150317641	4.53254956583416e-11	8.63114661674661e-13	ATP hydrolysis coupled proton transport [GO:0015991]	proton-transporting ATPase activity, rotational mechanism [GO:0046961]
39	TRINITY_DN314645_c3_g1	21.0113262887414	8.24371484236491	4.53254956583416e-11	8.51606493997653e-13	protein localization to vacuole [GO:0072665]; spindle pole body duplication [GO:0030474]; ubiquitin-dependent ERAD pathway [GO:0030433]; ubiquitin-dependent protein catabolic process [GO:0006511]	polyubiquitin modification-dependent protein binding [GO:0031593]; protein binding, bridging [GO:0030674]
40	TRINITY_DN298834_c0_g2	20.7571451705515	8.41391600123808	3.30284922489725e-11	5.76264485119391e-13	ceramide biosynthetic process [GO:0046513]; sphingolipid biosynthetic process [GO:0030148]	DNA binding [GO:0003677]; sphingosine N-acyltransferase activity [GO:0050291]
41	TRINITY_DN293332_c0_g2	20.7046591571643	8.09240960209827	7.62515467412782e-11	1.72459071789644e-12	CD4-positive, alpha-beta T cell activation [GO:0035710]; cellular calcium ion homeostasis [GO:0006874]; interleukin-2 production [GO:0032623]; lipid localization [GO:0010876]; mitochondrial ATP synthesis coupled proton transport [GO:0042776]; mitochondrial calcium ion transmembrane transport [GO:0006851]; mitochondrial protein processing [GO:0034982]; mitochondrion organization [GO:0007005]; positive regulation of cardiolipin metabolic process [GO:1900210]; positive regulation of mitochondrial DNA replication [GO:0090297]; positive regulation of mitochondrial membrane potential [GO:0010918]; protein complex oligomerization [GO:0051259]; stress-induced mitochondrial fusion [GO:1990046]; T cell receptor signaling pathway [GO:0050852]	cardiolipin binding [GO:1901612]; GTPase binding [GO:0051020]
42	TRINITY_DN292331_c0_g1	19.9484273039928	7.13283875355563	2.37151070432478e-08	8.35200861943137e-10	maturation of 5S rRNA [GO:0000481]; mRNA cis splicing, via spliceosome [GO:0045292]; mRNA splicing, via spliceosome [GO:0000398]; positive regulation of cytotoxic T cell differentiation [GO:0045585]; spliceosomal snRNP assembly [GO:0000387]	RNA binding [GO:0003723]
43	TRINITY_DN314842_c0_g2	21.9314014839689	10.5557299900649	2.45692205665784e-12	2.14335688302946e-14		ATP binding [GO:0005524]; helicase activity [GO:0004386]; RNA binding [GO:0003723]
44	TRINITY_DN292970_c0_g1	20.8921925223861	8.29820604365944	1.19277516913937e-11	1.81132255087401e-13	DNA double-strand break processing [GO:0000729]; double-strand break repair [GO:0006302]; double-strand break repair via homologous recombination [GO:0000724]; nucleic acid phosphodiester bond hydrolysis [GO:0090305]	3'-5' exonuclease activity [GO:0008408]; exodeoxyribonuclease I activity [GO:0008852]; nucleic acid binding [GO:0003676]; single-stranded DNA 3'-5' exodeoxyribonuclease activity [GO:0008310]
45	TRINITY_DN310084_c1_g1	19.6760247969959	5.83433807778759	8.64209256430011e-07	3.54618984060134e-08	ceramide catabolic process [GO:0046514]	ceramidase activity [GO:0102121]; N-acylsphingosine amidohydrolase activity [GO:0017040]
46	TRINITY_DN277915_c0_g1	21.7137055142311	12.6203378127874	8.15188158761435e-13	2.10710994187124e-15	cytoplasmic translational elongation [GO:0002182]	ATPase activity [GO:0016887]; ATP binding [GO:0005524]; translation elongation factor activity [GO:0003746]
47	TRINITY_DN311987_c0_g6	21.189580668832	7.31138618772064	1.65950259749275e-09	4.77207532073843e-11	cell redox homeostasis [GO:0045454]; cellular response to oxidative stress [GO:0034599]; removal of superoxide radicals [GO:0019430]	ferrous iron binding [GO:0008198]; thioredoxin-disulfide reductase activity [GO:0004791]
48	TRINITY_DN234168_c0_g1	19.7079584123126	6.83063999213227	1.70879594674576e-08	5.90763057517921e-10	protein folding [GO:0006457]	ATP binding [GO:0005524]; unfolded protein binding [GO:0051082]
49	TRINITY_DN312725_c0_g2	19.8658599443598	8.43248830217446	9.14744634541312e-12	1.27167590088497e-13	apoptotic process [GO:0006915]	cysteine-type peptidase activity [GO:0008234]
50	TRINITY_DN294657_c0_g2	18.8143402316848	5.43982444675793	2.42182603531092e-06	1.15365731430699e-07	COPI-coated vesicle budding [GO:0035964]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; Golgi organization [GO:0007030]; intracellular protein transport [GO:0006886]; kidney development [GO:0001822]; protein complex oligomerization [GO:0051259]; regulated exocytosis [GO:0045055]; regulation of amyloid-beta formation [GO:1902003]; response to alkaloid [GO:0043279]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]; vesicle targeting [GO:0006903]; vesicle targeting, to, from or within Golgi [GO:0048199]	protein-containing complex binding [GO:0044877]; syntaxin binding [GO:0019905]
51	TRINITY_DN226183_c0_g1	21.5700322243233	8.16700716581045	1.83668953395763e-11	2.97392099009046e-13	cellular response to tetrahydrofolate [GO:1904482]; folic acid metabolic process [GO:0046655]; glycine biosynthetic process from serine [GO:0019264]; glycine metabolic process [GO:0006544]; L-serine catabolic process [GO:0006565]; one-carbon metabolic process [GO:0006730]; tetrahydrofolate interconversion [GO:0035999]; tetrahydrofolate metabolic process [GO:0046653]	amino acid binding [GO:0016597]; cobalt ion binding [GO:0050897]; glycine hydroxymethyltransferase activity [GO:0004372]; pyridoxal phosphate binding [GO:0030170]; serine binding [GO:0070905]; zinc ion binding [GO:0008270]
52	TRINITY_DN295213_c0_g1	23.8335657274341	7.95656764354067	7.85572820530978e-10	2.13208778431671e-11	cell division [GO:0051301]; mitotic chromosome condensation [GO:0007076]	ATP binding [GO:0005524]; DNA translocase activity [GO:0015616]; topological DNA entrapment activity [GO:0061776]
53	TRINITY_DN299755_c1_g4	20.1151775493755	6.66663393737097	2.43503498423837e-08	8.6544054367115e-10	GPI anchor biosynthetic process [GO:0006506]; pollen germination [GO:0009846]; pollen tube growth [GO:0009860]	phosphatidylinositol N-acetylglucosaminyltransferase activity [GO:0017176]
54	TRINITY_DN310085_c0_g1	20.3282945794383	9.24967928396319	2.08283845119977e-12	1.57211865135539e-14	actin filament capping [GO:0051693]; actin filament organization [GO:0007015]; actin filament severing [GO:0051014]	actin filament binding [GO:0051015]
55	TRINITY_DN226686_c0_g1	19.096578977277	7.87506781209436	4.65924475672657e-10	1.24949051634347e-11	'de novo' GDP-L-fucose biosynthetic process [GO:0042351]; GDP-mannose metabolic process [GO:0019673]; leukocyte cell-cell adhesion [GO:0007159]; T cell mediated cytotoxicity [GO:0001913]	coenzyme binding [GO:0050662]; electron transfer activity [GO:0009055]; GDP-4-dehydro-D-rhamnose reductase activity [GO:0042356]; GDP-L-fucose synthase activity [GO:0050577]; GDP-mannose 3,5-epimerase activity [GO:0047918]; identical protein binding [GO:0042802]
56	TRINITY_DN311987_c0_g1	22.4837887770859	9.73364550273535	2.05114219571111e-12	1.39172814571675e-14	oxidation-reduction process [GO:0055114]	acyl binding [GO:0000035]; acyl carrier activity [GO:0000036]; cobalt ion binding [GO:0050897]; metal ion binding [GO:0046872]
57	TRINITY_DN276992_c0_g1	20.2461614683454	6.94659039833252	7.76960632868147e-09	2.51037361185185e-10	chromatin organization [GO:0006325]; exon-exon junction complex assembly [GO:1903040]; mRNA splicing, via spliceosome [GO:0000398]; mRNA transport [GO:0051028]; pole plasm oskar mRNA localization [GO:0045451]; positive regulation of gene expression [GO:0010628]; RNA splicing [GO:0008380]	ATP binding [GO:0005524]; helicase activity [GO:0004386]; RNA binding [GO:0003723]
58	TRINITY_DN299032_c0_g1	20.8925443546444	8.6257792507716	7.62515467412782e-11	1.70666157642601e-12	protein autophosphorylation [GO:0046777]	ATP binding [GO:0005524]; histidine phosphotransfer kinase activity [GO:0009927]; protein homodimerization activity [GO:0042803]; pyruvate dehydrogenase (acetyl-transferring) kinase activity [GO:0004740]
59	TRINITY_DN299722_c1_g1	21.8954079739039	6.93211552398475	3.28995449861969e-08	1.1799190608943e-09	DNA strand elongation involved in DNA replication [GO:0006271]; DNA unwinding involved in DNA replication [GO:0006268]; double-strand break repair via break-induced replication [GO:0000727]; mitotic DNA replication initiation [GO:1902975]; pollen development [GO:0009555]; pre-replicative complex assembly involved in nuclear cell cycle DNA replication [GO:0006267]	ATP binding [GO:0005524]; DNA helicase activity [GO:0003678]; DNA replication origin binding [GO:0003688]; metal ion binding [GO:0046872]; single-stranded DNA binding [GO:0003697]
60	TRINITY_DN293348_c0_g2	22.9111260509861	9.98055969097464	2.96031643818987e-12	3.04524310007773e-14	cell cycle [GO:0007049]; negative regulation of protein binding [GO:0032091]; nucleocytoplasmic transport [GO:0006913]; positive regulation of dendritic spine development [GO:0060999]; positive regulation of muscle cell differentiation [GO:0051149]; positive regulation of neuron projection development [GO:0010976]; positive regulation of peptidyl-serine phosphorylation [GO:0033138]; positive regulation of protein acetylation [GO:1901985]; positive regulation of protein export from nucleus [GO:0046827]; positive regulation of protein serine/threonine kinase activity [GO:0071902]; positive regulation of synapse structural plasticity [GO:0051835]; positive regulation of syncytium formation by plasma membrane fusion [GO:0060143]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein phosphorylation [GO:0006468]; regulation of muscle cell differentiation [GO:0051147]; regulation of protein binding [GO:0043393]; regulation of protein localization [GO:0032880]; signal transduction [GO:0007165]	ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; calmodulin-dependent protein kinase activity [GO:0004683]
61	TRINITY_DN310746_c0_g1	20.1992280300939	9.0166888929408	8.65365181154415e-12	1.14636421413024e-13	autophagy [GO:0006914]; protein transport [GO:0015031]	
62	TRINITY_DN254239_c0_g1	21.5676430656157	9.56454507521048	7.01116740695882e-12	8.60821846411745e-14	actin filament depolymerization [GO:0030042]	actin binding [GO:0003779]
63	TRINITY_DN298805_c0_g1	23.9462696309034	10.7346330272477	2.08283845119977e-12	1.61512513178658e-14	rRNA processing [GO:0006364]	snoRNA binding [GO:0030515]
64	TRINITY_DN311484_c1_g3	23.164623193981	8.19111683807449	7.08809467838635e-11	1.54183539140738e-12	carbohydrate metabolic process [GO:0005975]; N-glycan processing [GO:0006491]; protein folding [GO:0006457]	alpha-glucosidase activity [GO:0090599]; carbohydrate binding [GO:0030246]; glucan 1,3-alpha-glucosidase activity [GO:0033919]; RNA binding [GO:0003723]
65	TRINITY_DN274054_c0_g1	18.1384228171548	5.84544237855506	5.03291712957911e-07	1.93511191735029e-08		protein-cysteine S-palmitoyltransferase activity [GO:0019706]
66	TRINITY_DN298173_c0_g1	22.2909543001589	11.7972251374186	2.05742551399417e-12	1.4624672474272e-14	phosphate ion transmembrane transport [GO:0035435]; response to salt stress [GO:0009651]	inorganic phosphate transmembrane transporter activity [GO:0005315]
67	TRINITY_DN256219_c0_g2	19.7113305833241	6.52137333126069	6.70810297295072e-08	2.49250998994938e-09	molybdopterin cofactor biosynthetic process [GO:0032324]; Mo-molybdopterin cofactor biosynthetic process [GO:0006777]	4 iron, 4 sulfur cluster binding [GO:0051539]; cyclic pyranopterin monophosphate synthase activity [GO:0061799]; GTP 3',8'-cyclase activity [GO:0061798]; GTP binding [GO:0005525]; metal ion binding [GO:0046872]
68	TRINITY_DN274635_c0_g1	17.5554204786408	5.54255778192172	1.93585076242845e-06	8.69412781833779e-08	cellular response to oxidative stress [GO:0034599]; maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]	adenylate kinase activity [GO:0004017]; ATPase activity [GO:0016887]; ATP binding [GO:0005524]
69	TRINITY_DN310765_c2_g2	22.0451048494374	9.95731684659055	9.14744634541312e-12	1.25636568067683e-13	biosynthetic process [GO:0009058]; L-kynurenine catabolic process [GO:0097053]	cysteine-S-conjugate beta-lyase activity [GO:0047804]; glutamine-phenylpyruvate transaminase activity [GO:0047316]; kynurenine-oxoglutarate transaminase activity [GO:0016212]; pyridoxal phosphate binding [GO:0030170]; transaminase activity [GO:0008483]
70	TRINITY_DN293492_c0_g1	19.5318513143244	5.84043127824905	9.82640687663739e-07	4.1445676959073e-08	cellular response to DNA damage stimulus [GO:0006974]; mRNA 3'-end processing [GO:0031124]; peptidyl-serine phosphorylation [GO:0018105]; phosphorylation of RNA polymerase II C-terminal domain [GO:0070816]; positive regulation of DNA-templated transcription, elongation [GO:0032786]; positive regulation of transcription by RNA polymerase I [GO:0045943]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription elongation from RNA polymerase II promoter [GO:0032968]; positive regulation of translational fidelity [GO:0045903]; protein phosphorylation [GO:0006468]; transcription elongation from RNA polymerase II promoter [GO:0006368]; translational initiation [GO:0006413]	ATP binding [GO:0005524]; cyclin binding [GO:0030332]; cyclin-dependent protein serine/threonine kinase activity [GO:0004693]; protein kinase activity [GO:0004672]; RNA polymerase II CTD heptapeptide repeat kinase activity [GO:0008353]; transcription factor binding [GO:0008134]; transcription regulatory region DNA binding [GO:0044212]
71	TRINITY_DN314831_c1_g1	21.2431052993673	10.2218582532163	2.96031643818987e-12	3.0607472058829e-14	protein K48-linked deubiquitination [GO:0071108]	NEDD8-specific protease activity [GO:0019784]; thiol-dependent ubiquitin-specific protease activity [GO:0004843]; ubiquitin binding [GO:0043130]
72	TRINITY_DN312737_c2_g4	21.9015275620774	12.5515953493913	3.92464652319742e-12	4.31140490432026e-14	protein folding [GO:0006457]; protein peptidyl-prolyl isomerization [GO:0000413]; regulation of protein refolding [GO:0061083]	peptidyl-prolyl cis-trans isomerase activity [GO:0003755]
73	TRINITY_DN274823_c0_g1	21.3623301694363	12.023704238312	3.34225062421301e-12	3.56362748300579e-14	cellular response to oxidative stress [GO:0034599]; cholesterol biosynthetic process [GO:0006695]; erythrocyte maturation [GO:0043249]; glucose 6-phosphate metabolic process [GO:0051156]; glucose metabolic process [GO:0006006]; glutathione metabolic process [GO:0006749]; NADP metabolic process [GO:0006739]; negative regulation of protein glutathionylation [GO:0010734]; pentose biosynthetic process [GO:0019322]; pentose-phosphate shunt, oxidative branch [GO:0009051]; ribose phosphate biosynthetic process [GO:0046390]	glucose-6-phosphate dehydrogenase activity [GO:0004345]; glucose binding [GO:0005536]; NADP binding [GO:0050661]; protein homodimerization activity [GO:0042803]
74	TRINITY_DN299263_c0_g1	17.6957531678913	4.89030117904777	9.47256923600224e-06	4.98878444416273e-07	activation of protein kinase A activity [GO:0034199]; blood coagulation [GO:0007596]; cellular response to glucagon stimulus [GO:0071377]; high-density lipoprotein particle assembly [GO:0034380]; male gonad development [GO:0008584]; renal water homeostasis [GO:0003091]; spermatogenesis [GO:0007283]; stimulatory C-type lectin receptor signaling pathway [GO:0002223]	ATP binding [GO:0005524]; cAMP-dependent protein kinase activity [GO:0004691]
75	TRINITY_DN314196_c0_g1	19.8166117550594	8.26981912908244	2.6975303607523e-11	4.61935732212833e-13	cis assembly of pre-catalytic spliceosome [GO:0000354]; mRNA splicing, via spliceosome [GO:0000398]; osteoblast differentiation [GO:0001649]; spliceosome conformational change to release U4 (or U4atac) and U1 (or U11) [GO:0000388]	ATP binding [GO:0005524]; ATP-dependent helicase activity [GO:0008026]; ATP-dependent RNA helicase activity [GO:0004004]; identical protein binding [GO:0042802]; RNA binding [GO:0003723]
76	TRINITY_DN298834_c0_g1	20.6738907423999	9.58817979768917	6.03595051001679e-12	7.21583744331571e-14	cytoplasmic translation [GO:0002181]; diadenosine tetraphosphate biosynthetic process [GO:0015966]; glycyl-tRNA aminoacylation [GO:0006426]; mitochondrial glycyl-tRNA aminoacylation [GO:0070150]; mitochondrial translation [GO:0032543]	ATP binding [GO:0005524]; glycine-tRNA ligase activity [GO:0004820]; protein dimerization activity [GO:0046983]; transferase activity [GO:0016740]
